,miRTarBase ID,miRNA,Target Gene,Target Gene (Entrez Gene ID)
343284,MIRT636581,hsa-miR-6741-3p,ENSA,2029
343285,MIRT636582,hsa-miR-6890-3p,ENSA,2029
343288,MIRT636584,hsa-miR-335-3p,DCAF7,10238
343289,MIRT636585,hsa-miR-1238-3p,DCAF7,10238
343290,MIRT636586,hsa-miR-670-3p,DCAF7,10238
343291,MIRT636587,hsa-miR-6749-3p,DCAF7,10238
343292,MIRT636588,hsa-miR-6792-3p,DCAF7,10238
343293,MIRT636589,hsa-miR-4691-5p,DCAF7,10238
343294,MIRT636590,hsa-miR-211-5p,DCAF7,10238
343295,MIRT636591,hsa-miR-204-5p,DCAF7,10238
343296,MIRT636592,hsa-miR-4685-3p,DCAF7,10238
343297,MIRT636593,hsa-miR-4287,DCAF7,10238
343298,MIRT636594,hsa-miR-6832-3p,DCAF7,10238
343299,MIRT636595,hsa-miR-1248,DCAF7,10238
343634,MIRT636883,hsa-miR-30e-3p,ATP8B3,148229
343635,MIRT636884,hsa-miR-30d-3p,ATP8B3,148229
343636,MIRT636885,hsa-miR-30a-3p,ATP8B3,148229
343637,MIRT636886,hsa-miR-4276,ATP8B3,148229
343638,MIRT636887,hsa-miR-4468,ATP8B3,148229
343639,MIRT636888,hsa-miR-1273g-3p,ATP8B3,148229
343640,MIRT636889,hsa-miR-5190,ATP8B3,148229
343641,MIRT636890,hsa-miR-4756-3p,ATP8B3,148229
343667,MIRT636913,hsa-miR-6879-3p,MDM2,4193
343668,MIRT636914,hsa-miR-3620-3p,MDM2,4193
343669,MIRT636915,hsa-miR-6865-3p,MDM2,4193
343853,MIRT637070,hsa-miR-1180-3p,MDM4,4194
343854,MIRT637071,hsa-miR-6850-3p,MDM4,4194
344001,MIRT637198,hsa-miR-433-3p,KLHL4,56062
344002,MIRT637199,hsa-miR-7154-5p,KLHL4,56062
344003,MIRT637200,hsa-miR-6759-3p,KLHL4,56062
345008,MIRT638073,hsa-miR-6805-3p,HS3ST1,9957
345009,MIRT638074,hsa-miR-5691,HS3ST1,9957
345010,MIRT638075,hsa-miR-3194-3p,HS3ST1,9957
345072,MIRT638136,hsa-miR-8068,TTC26,79989
345073,MIRT638136,hsa-miR-8068,TTC26,79989
345074,MIRT638137,hsa-miR-3065-5p,TTC26,79989
345075,MIRT638137,hsa-miR-3065-5p,TTC26,79989
345076,MIRT638138,hsa-miR-3529-3p,TTC26,79989
345077,MIRT638138,hsa-miR-3529-3p,TTC26,79989
345078,MIRT638139,hsa-miR-548f-3p,TTC26,79989
345079,MIRT638139,hsa-miR-548f-3p,TTC26,79989
345080,MIRT638140,hsa-miR-548e-3p,TTC26,79989
345081,MIRT638140,hsa-miR-548e-3p,TTC26,79989
345082,MIRT638141,hsa-miR-548az-3p,TTC26,79989
345083,MIRT638141,hsa-miR-548az-3p,TTC26,79989
345084,MIRT638142,hsa-miR-548ar-3p,TTC26,79989
345085,MIRT638142,hsa-miR-548ar-3p,TTC26,79989
345086,MIRT638143,hsa-miR-548a-3p,TTC26,79989
345087,MIRT638143,hsa-miR-548a-3p,TTC26,79989
345088,MIRT638144,hsa-miR-548x-3p,TTC26,79989
345089,MIRT638144,hsa-miR-548x-3p,TTC26,79989
345090,MIRT638145,hsa-miR-548j-3p,TTC26,79989
345091,MIRT638145,hsa-miR-548j-3p,TTC26,79989
345092,MIRT638146,hsa-miR-548aq-3p,TTC26,79989
345093,MIRT638146,hsa-miR-548aq-3p,TTC26,79989
345094,MIRT638147,hsa-miR-548am-3p,TTC26,79989
345095,MIRT638147,hsa-miR-548am-3p,TTC26,79989
345096,MIRT638148,hsa-miR-548aj-3p,TTC26,79989
345097,MIRT638148,hsa-miR-548aj-3p,TTC26,79989
345098,MIRT638149,hsa-miR-548ah-3p,TTC26,79989
345099,MIRT638149,hsa-miR-548ah-3p,TTC26,79989
345100,MIRT638150,hsa-miR-548ae-3p,TTC26,79989
345101,MIRT638150,hsa-miR-548ae-3p,TTC26,79989
345146,MIRT638189,hsa-miR-7977,THAP1,55145
345147,MIRT638189,hsa-miR-7977,THAP1,55145
345148,MIRT638190,hsa-miR-6894-3p,TAOK1,57551
345149,MIRT638191,hsa-miR-5001-3p,TAOK1,57551
345150,MIRT638192,hsa-miR-378a-5p,TAOK1,57551
345151,MIRT638193,hsa-miR-4763-5p,TAOK1,57551
345152,MIRT638194,hsa-miR-6778-3p,TAOK1,57551
345153,MIRT638195,hsa-miR-6821-3p,TAOK1,57551
345154,MIRT638196,hsa-miR-6790-3p,TAOK1,57551
345155,MIRT638197,hsa-miR-3653-5p,TAOK1,57551
345156,MIRT638198,hsa-miR-6747-3p,TAOK1,57551
345161,MIRT638203,hsa-miR-129-5p,SPTLC2,9517
345162,MIRT638204,hsa-miR-8055,SPTLC2,9517
345163,MIRT638205,hsa-miR-6864-3p,SPTLC2,9517
345164,MIRT638206,hsa-miR-3672,SPTLC2,9517
345165,MIRT638207,hsa-miR-6867-3p,SPTLC2,9517
345166,MIRT638208,hsa-miR-642a-5p,SPTLC2,9517
345167,MIRT638209,hsa-miR-4524a-3p,SPTLC2,9517
345168,MIRT638210,hsa-miR-4685-3p,SPTLC2,9517
345169,MIRT638211,hsa-miR-4287,SPTLC2,9517
345170,MIRT638212,hsa-miR-7113-3p,SPTLC2,9517
345171,MIRT638213,hsa-miR-4469,SPTLC2,9517
345172,MIRT638214,hsa-miR-2276-5p,SPTLC2,9517
345173,MIRT638215,hsa-miR-6892-3p,SPTLC2,9517
345174,MIRT638216,hsa-miR-1228-3p,SPTLC2,9517
345175,MIRT638217,hsa-miR-5007-5p,SPTLC2,9517
345176,MIRT638218,hsa-miR-4797-5p,SPTLC2,9517
345185,MIRT638227,hsa-miR-3692-3p,SP1,6667
345186,MIRT638227,hsa-miR-3692-3p,SP1,6667
345278,MIRT638312,hsa-miR-4789-3p,RSF1,51773
345310,MIRT638344,hsa-miR-24-3p,RBMS2,5939
345311,MIRT638344,hsa-miR-24-3p,RBMS2,5939
345312,MIRT638345,hsa-miR-665,RBMS2,5939
345313,MIRT638346,hsa-miR-6741-5p,RBMS2,5939
345314,MIRT638347,hsa-miR-6779-5p,RBMS2,5939
345315,MIRT638347,hsa-miR-6779-5p,RBMS2,5939
345316,MIRT638348,hsa-miR-6780a-5p,RBMS2,5939
345317,MIRT638348,hsa-miR-6780a-5p,RBMS2,5939
345318,MIRT638349,hsa-miR-3689c,RBMS2,5939
345319,MIRT638349,hsa-miR-3689c,RBMS2,5939
345320,MIRT638350,hsa-miR-3689b-3p,RBMS2,5939
345321,MIRT638350,hsa-miR-3689b-3p,RBMS2,5939
345322,MIRT638351,hsa-miR-3689a-3p,RBMS2,5939
345323,MIRT638351,hsa-miR-3689a-3p,RBMS2,5939
345324,MIRT638352,hsa-miR-30b-3p,RBMS2,5939
345325,MIRT638352,hsa-miR-30b-3p,RBMS2,5939
345326,MIRT638353,hsa-miR-1273h-5p,RBMS2,5939
345327,MIRT638353,hsa-miR-1273h-5p,RBMS2,5939
345328,MIRT638354,hsa-miR-6748-5p,RBMS2,5939
345329,MIRT638355,hsa-miR-6514-3p,RBMS2,5939
345330,MIRT638356,hsa-miR-550a-5p,RBMS2,5939
345331,MIRT638357,hsa-miR-550a-3-5p,RBMS2,5939
345332,MIRT638358,hsa-miR-6799-5p,RBMS2,5939
345333,MIRT638358,hsa-miR-6799-5p,RBMS2,5939
345334,MIRT638359,hsa-miR-1271-3p,RBMS2,5939
345335,MIRT638360,hsa-miR-6883-5p,RBMS2,5939
345336,MIRT638360,hsa-miR-6883-5p,RBMS2,5939
345337,MIRT638361,hsa-miR-6785-5p,RBMS2,5939
345338,MIRT638361,hsa-miR-6785-5p,RBMS2,5939
345339,MIRT638362,hsa-miR-4728-5p,RBMS2,5939
345340,MIRT638362,hsa-miR-4728-5p,RBMS2,5939
345341,MIRT638363,hsa-miR-149-3p,RBMS2,5939
345342,MIRT638363,hsa-miR-149-3p,RBMS2,5939
345343,MIRT638364,hsa-miR-7106-5p,RBMS2,5939
345344,MIRT638364,hsa-miR-7106-5p,RBMS2,5939
345345,MIRT638365,hsa-miR-222-3p,RBMS2,5939
345346,MIRT638366,hsa-miR-221-3p,RBMS2,5939
345347,MIRT638367,hsa-miR-6811-3p,RBMS2,5939
345348,MIRT638368,hsa-miR-214-5p,RBMS2,5939
345349,MIRT638369,hsa-miR-6871-5p,RBMS2,5939
345350,MIRT638370,hsa-miR-942-3p,RBMS2,5939
345351,MIRT638371,hsa-miR-4802-3p,RBMS2,5939
345366,MIRT638386,hsa-miR-640,RAB11FIP1,80223
345367,MIRT638387,hsa-miR-7107-5p,RAB11FIP1,80223
345368,MIRT638388,hsa-miR-1234-3p,RAB11FIP1,80223
345369,MIRT638389,hsa-miR-5193,RAB11FIP1,80223
345370,MIRT638390,hsa-miR-4667-3p,RAB11FIP1,80223
345371,MIRT638391,hsa-miR-6865-3p,RAB11FIP1,80223
345372,MIRT638392,hsa-miR-8079,RAB11FIP1,80223
345373,MIRT638393,hsa-miR-1245a,RAB11FIP1,80223
345467,MIRT638459,hsa-miR-6873-3p,PLCL1,5334
345468,MIRT638459,hsa-miR-6873-3p,PLCL1,5334
345490,MIRT638481,hsa-miR-4279,OTUB2,78990
345491,MIRT638481,hsa-miR-4279,OTUB2,78990
345492,MIRT638482,hsa-miR-629-3p,OTUB2,78990
345493,MIRT638482,hsa-miR-629-3p,OTUB2,78990
345494,MIRT638483,hsa-miR-1264,OTUB2,78990
345495,MIRT638483,hsa-miR-1264,OTUB2,78990
345497,MIRT638485,hsa-miR-7156-5p,NNT,23530
345498,MIRT638486,hsa-miR-4273,NNT,23530
345499,MIRT638487,hsa-miR-592,NNT,23530
345500,MIRT638488,hsa-miR-3156-3p,NNT,23530
345501,MIRT638489,hsa-miR-1260b,NNT,23530
345502,MIRT638490,hsa-miR-1260a,NNT,23530
345503,MIRT638491,hsa-miR-188-3p,NNT,23530
345504,MIRT638492,hsa-miR-2117,NNT,23530
345505,MIRT638493,hsa-miR-4669,NNT,23530
345506,MIRT638494,hsa-miR-3657,NNT,23530
345507,MIRT638495,hsa-miR-581,NNT,23530
345508,MIRT638496,hsa-miR-6758-3p,NNT,23530
345509,MIRT638497,hsa-miR-1224-3p,NNT,23530
345510,MIRT638498,hsa-miR-4289,NNT,23530
345511,MIRT638499,hsa-miR-3691-3p,NNT,23530
345512,MIRT638500,hsa-miR-6513-3p,NNT,23530
345513,MIRT638501,hsa-miR-4255,NNT,23530
345712,MIRT638673,hsa-miR-6848-3p,GCLM,2730
345713,MIRT638674,hsa-miR-6843-3p,GCLM,2730
345714,MIRT638675,hsa-miR-5587-5p,GCLM,2730
345715,MIRT638676,hsa-miR-6801-5p,GCLM,2730
345716,MIRT638677,hsa-miR-6131,GCLM,2730
345717,MIRT638678,hsa-miR-3663-5p,GCLM,2730
345718,MIRT638679,hsa-miR-372-5p,GCLM,2730
345719,MIRT638680,hsa-miR-371a-5p,GCLM,2730
345720,MIRT638681,hsa-miR-616-5p,GCLM,2730
345721,MIRT638682,hsa-miR-373-5p,GCLM,2730
345722,MIRT638683,hsa-miR-371b-5p,GCLM,2730
345723,MIRT638684,hsa-miR-484,GCLM,2730
345724,MIRT638685,hsa-miR-3155b,GCLM,2730
345725,MIRT638686,hsa-miR-3155a,GCLM,2730
345726,MIRT638687,hsa-miR-4781-3p,GCLM,2730
345799,MIRT638751,hsa-miR-4446-5p,EPHA4,2043
345800,MIRT638752,hsa-miR-5006-3p,EPHA4,2043
345801,MIRT638753,hsa-miR-4755-5p,EPHA4,2043
345802,MIRT638754,hsa-miR-3180-5p,EPHA4,2043
345803,MIRT638755,hsa-miR-211-5p,EPHA4,2043
345804,MIRT638756,hsa-miR-204-5p,EPHA4,2043
345805,MIRT638757,hsa-miR-623,EPHA4,2043
345806,MIRT638758,hsa-miR-4436b-5p,EPHA4,2043
345807,MIRT638759,hsa-miR-3124-3p,EPHA4,2043
345808,MIRT638760,hsa-miR-6832-3p,EPHA4,2043
345809,MIRT638761,hsa-miR-4673,EPHA4,2043
345810,MIRT638762,hsa-miR-4645-5p,EPHA4,2043
345811,MIRT638763,hsa-miR-605-5p,EPHA4,2043
346330,MIRT639214,hsa-miR-4775,PPIL2,23759
346331,MIRT639215,hsa-miR-186-3p,PPIL2,23759
346332,MIRT639216,hsa-miR-8063,PPIL2,23759
346333,MIRT639217,hsa-miR-501-5p,PPIL2,23759
346334,MIRT639218,hsa-miR-32-3p,PPIL2,23759
346335,MIRT639219,hsa-miR-500a-5p,PPIL2,23759
346336,MIRT639220,hsa-miR-6507-5p,PPIL2,23759
346337,MIRT639221,hsa-miR-4668-3p,PPIL2,23759
346414,MIRT639285,hsa-miR-4279,DENND5B,160518
346415,MIRT639286,hsa-miR-122-3p,DENND5B,160518
346527,MIRT639375,hsa-miR-6739-3p,EXOC6,54536
346528,MIRT639376,hsa-miR-6853-3p,EXOC6,54536
346529,MIRT639377,hsa-miR-1206,EXOC6,54536
346751,MIRT639586,hsa-miR-6875-3p,RGS5,8490
346752,MIRT639587,hsa-miR-6083,RGS5,8490
346753,MIRT639588,hsa-miR-6868-3p,RGS5,8490
346754,MIRT639589,hsa-miR-4778-3p,RGS5,8490
346755,MIRT639590,hsa-miR-1248,RGS5,8490
346756,MIRT639591,hsa-miR-1237-3p,RGS5,8490
347011,MIRT639788,hsa-miR-4776-3p,MVK,4598
347012,MIRT639789,hsa-miR-3692-3p,MVK,4598
347013,MIRT639790,hsa-miR-4659b-5p,MVK,4598
347014,MIRT639791,hsa-miR-4659a-5p,MVK,4598
347015,MIRT639792,hsa-miR-5590-5p,MVK,4598
347016,MIRT639793,hsa-miR-2355-5p,MVK,4598
347017,MIRT639794,hsa-miR-627-3p,MVK,4598
347018,MIRT639795,hsa-miR-3938,MVK,4598
347044,MIRT639821,hsa-miR-3189-3p,GPRC5A,9052
347045,MIRT639821,hsa-miR-3189-3p,GPRC5A,9052
347046,MIRT639822,hsa-miR-212-5p,GPRC5A,9052
347047,MIRT639822,hsa-miR-212-5p,GPRC5A,9052
347048,MIRT639823,hsa-miR-500b-5p,GPRC5A,9052
347049,MIRT639823,hsa-miR-500b-5p,GPRC5A,9052
347050,MIRT639824,hsa-miR-362-5p,GPRC5A,9052
347051,MIRT639824,hsa-miR-362-5p,GPRC5A,9052
347064,MIRT639837,hsa-miR-6749-3p,ZBTB20,26137
347065,MIRT639838,hsa-miR-6792-3p,ZBTB20,26137
347066,MIRT639839,hsa-miR-4691-5p,ZBTB20,26137
347067,MIRT639840,hsa-miR-211-5p,ZBTB20,26137
347068,MIRT639841,hsa-miR-204-5p,ZBTB20,26137
347069,MIRT639842,hsa-miR-4685-3p,ZBTB20,26137
347070,MIRT639843,hsa-miR-4287,ZBTB20,26137
347071,MIRT639844,hsa-miR-5193,ZBTB20,26137
347072,MIRT639845,hsa-miR-6832-3p,ZBTB20,26137
347073,MIRT639846,hsa-miR-361-3p,ZBTB20,26137
347074,MIRT639847,hsa-miR-4286,ZBTB20,26137
347075,MIRT639848,hsa-miR-1306-5p,ZBTB20,26137
347145,MIRT639918,hsa-miR-603,SLCO5A1,81796
347146,MIRT639918,hsa-miR-603,SLCO5A1,81796
347147,MIRT639919,hsa-miR-8485,SLCO5A1,81796
347148,MIRT639919,hsa-miR-8485,SLCO5A1,81796
347149,MIRT639920,hsa-miR-4511,SLCO5A1,81796
347150,MIRT639921,hsa-miR-548b-3p,SLCO5A1,81796
347269,MIRT640039,hsa-miR-4680-3p,NEGR1,257194
347325,MIRT640086,hsa-miR-1305,INO80D,54891
347326,MIRT640087,hsa-miR-369-3p,INO80D,54891
347327,MIRT640088,hsa-miR-5003-3p,INO80D,54891
347328,MIRT640089,hsa-miR-429,INO80D,54891
347329,MIRT640090,hsa-miR-200c-3p,INO80D,54891
347330,MIRT640091,hsa-miR-200b-3p,INO80D,54891
347357,MIRT640117,hsa-miR-6868-3p,DCAF7,10238
347358,MIRT640118,hsa-miR-1237-3p,DCAF7,10238
347404,MIRT640162,hsa-miR-6749-3p,CD84,8832
347405,MIRT640163,hsa-miR-6792-3p,CD84,8832
347406,MIRT640164,hsa-miR-4691-5p,CD84,8832
347435,MIRT640193,hsa-miR-887-5p,TIMM50,92609
347436,MIRT640194,hsa-miR-6780a-5p,TIMM50,92609
347437,MIRT640195,hsa-miR-6779-5p,TIMM50,92609
347438,MIRT640196,hsa-miR-3689c,TIMM50,92609
347439,MIRT640197,hsa-miR-3689b-3p,TIMM50,92609
347440,MIRT640198,hsa-miR-3689a-3p,TIMM50,92609
347441,MIRT640199,hsa-miR-30b-3p,TIMM50,92609
347442,MIRT640200,hsa-miR-1273h-5p,TIMM50,92609
347443,MIRT640201,hsa-miR-6788-5p,TIMM50,92609
347444,MIRT640202,hsa-miR-30c-2-3p,TIMM50,92609
347445,MIRT640203,hsa-miR-30c-1-3p,TIMM50,92609
347446,MIRT640204,hsa-miR-7977,TIMM50,92609
347447,MIRT640205,hsa-miR-920,TIMM50,92609
347448,MIRT640206,hsa-miR-6726-5p,TIMM50,92609
347449,MIRT640207,hsa-miR-5591-5p,TIMM50,92609
347450,MIRT640208,hsa-miR-4300,TIMM50,92609
347451,MIRT640209,hsa-miR-6090,TIMM50,92609
347452,MIRT640210,hsa-miR-6827-5p,TIMM50,92609
347453,MIRT640211,hsa-miR-1827,TIMM50,92609
347454,MIRT640212,hsa-miR-4649-3p,TIMM50,92609
347455,MIRT640213,hsa-miR-544b,TIMM50,92609
347456,MIRT640214,hsa-miR-5690,TIMM50,92609
347457,MIRT640215,hsa-miR-4293,TIMM50,92609
347458,MIRT640216,hsa-miR-890,TIMM50,92609
347560,MIRT640316,hsa-miR-653-5p,STAT1,6772
347561,MIRT640317,hsa-miR-203b-3p,STAT1,6772
347562,MIRT640318,hsa-miR-7158-3p,STAT1,6772
347563,MIRT640319,hsa-miR-4693-5p,STAT1,6772
347564,MIRT640320,hsa-miR-5009-3p,STAT1,6772
347565,MIRT640321,hsa-miR-501-5p,STAT1,6772
347566,MIRT640322,hsa-miR-1183,STAT1,6772
347567,MIRT640323,hsa-miR-500a-5p,STAT1,6772
347568,MIRT640324,hsa-miR-605-5p,STAT1,6772
347704,MIRT640450,hsa-miR-335-3p,SGCD,6444
347705,MIRT640450,hsa-miR-335-3p,SGCD,6444
347748,MIRT640486,hsa-miR-4446-5p,EXOC5,10640
347749,MIRT640487,hsa-miR-5006-3p,EXOC5,10640
347750,MIRT640488,hsa-miR-4755-5p,EXOC5,10640
347751,MIRT640489,hsa-miR-642a-5p,EXOC5,10640
347752,MIRT640490,hsa-miR-642b-3p,EXOC5,10640
347753,MIRT640491,hsa-miR-642a-3p,EXOC5,10640
347776,MIRT640514,hsa-miR-3944-3p,TET3,200424
347777,MIRT640515,hsa-miR-3972,TET3,200424
347778,MIRT640515,hsa-miR-3972,TET3,200424
347779,MIRT640516,hsa-miR-3677-3p,TET3,200424
347780,MIRT640516,hsa-miR-3677-3p,TET3,200424
347781,MIRT640517,hsa-miR-1202,TET3,200424
347782,MIRT640517,hsa-miR-1202,TET3,200424
347783,MIRT640518,hsa-miR-3151-5p,TET3,200424
347784,MIRT640518,hsa-miR-3151-5p,TET3,200424
347785,MIRT640519,hsa-miR-185-3p,TET3,200424
347786,MIRT640520,hsa-miR-4283,TET3,200424
347787,MIRT640521,hsa-miR-4489,TET3,200424
347788,MIRT640522,hsa-miR-762,TET3,200424
347789,MIRT640523,hsa-miR-5001-5p,TET3,200424
347790,MIRT640524,hsa-miR-4498,TET3,200424
347791,MIRT640525,hsa-miR-4492,TET3,200424
347792,MIRT640526,hsa-miR-6739-5p,TET3,200424
347793,MIRT640526,hsa-miR-6739-5p,TET3,200424
347794,MIRT640527,hsa-miR-3153,TET3,200424
347795,MIRT640527,hsa-miR-3153,TET3,200424
347796,MIRT640528,hsa-miR-6733-5p,TET3,200424
347797,MIRT640528,hsa-miR-6733-5p,TET3,200424
347798,MIRT640529,hsa-miR-3194-5p,TET3,200424
347799,MIRT640529,hsa-miR-3194-5p,TET3,200424
347800,MIRT640530,hsa-miR-31-3p,TET3,200424
347801,MIRT640530,hsa-miR-31-3p,TET3,200424
347802,MIRT640531,hsa-miR-338-3p,TET3,200424
347803,MIRT640531,hsa-miR-338-3p,TET3,200424
347849,MIRT640578,hsa-miR-6756-3p,MYO5A,4644
347850,MIRT640579,hsa-miR-6868-3p,MYO5A,4644
